participant_id,gender,age,race_ethnicity,education_level,poverty_income_ratio,interview_sample_weight,exam_sample_weight,strata,psu,interview_sample_weight_missing,pir_category
141210,Male,80,Non-Hispanic White,College graduate or above,2.58,13658.552385,22156.360482,181.0,1.0,False,High
141211,Female,78,Non-Hispanic White,College graduate or above,4.42,18244.069763,27297.365584,175.0,2.0,False,High
141213,Male,41,Non-Hispanic White,College graduate or above,5.0,38448.195073,45693.497896,175.0,2.0,False,Very High
141215,Male,55,Non-Hispanic White,High school/GED,2.94,17033.211014,19218.539308,184.0,2.0,False,High
141216,Male,32,Non-Hispanic White,Some college/AA degree,4.31,15420.191033,20158.654351,177.0,1.0,False,High
141218,Male,72,Other Hispanic,9-11th grade,0.05,13573.034841,21645.97206,183.0,1.0,False,Low
141224,Female,33,Non-Hispanic White,College graduate or above,1.13,11994.511273,15450.369273,175.0,1.0,False,Mid
141225,Female,67,Non-Hispanic White,<9th grade,0.63,11414.847799,13289.270099,185.0,2.0,False,Low
141227,Female,50,Non-Hispanic White,Some college/AA degree,0.57,14718.994675,17442.343228,181.0,2.0,False,Low
141230,Male,32,Other/Multi-Racial,College graduate or above,5.0,19350.546165,26503.08886,176.0,1.0,False,Very High
141232,Male,53,Other Hispanic,High school/GED,1.13,25051.776262,29224.71004,176.0,1.0,False,Mid
141234,Male,49,Non-Hispanic White,Some college/AA degree,1.71,10635.427613,14281.198347,179.0,1.0,False,Mid
141236,Male,72,Other/Multi-Racial,Some college/AA degree,3.53,13506.780144,15981.928829,187.0,2.0,False,High
141238,Female,50,Non-Hispanic White,9-11th grade,1.47,12224.879245,18376.414544,185.0,1.0,False,Mid
141244,Female,53,Non-Hispanic Black,Some college/AA degree,0.76,17970.473062,26095.89961,181.0,1.0,False,Low
141247,Female,55,Non-Hispanic Black,College graduate or above,4.59,102381.581177,135718.114028,186.0,1.0,False,High
141249,Female,45,Non-Hispanic White,Some college/AA degree,2.5,36780.374945,56136.663319,178.0,2.0,False,High
141250,Male,69,Non-Hispanic Black,<9th grade,0.895,4584.463196,4581.595095,183.0,2.0,False,Low
141251,Female,80,Non-Hispanic White,High school/GED,1.91,35522.227372,64655.462215,178.0,1.0,False,Mid
141252,Male,56,Non-Hispanic Black,High school/GED,1.01,10439.129526,16006.02357,187.0,2.0,False,Mid
141253,Male,53,Non-Hispanic White,Some college/AA degree,1.13,34654.715552,41569.784858,186.0,1.0,False,Mid
141260,Male,80,Non-Hispanic White,College graduate or above,5.0,21944.521853,33033.074987,184.0,1.0,False,Very High
141261,Male,51,Non-Hispanic White,Some college/AA degree,2.33,21730.090353,29856.595205,185.0,2.0,False,High
141262,Female,42,Other Hispanic,High school/GED,3.42,29636.291293,34847.498166,174.0,2.0,False,High
141263,Female,31,Non-Hispanic White,College graduate or above,5.0,23119.611492,32740.289798,175.0,2.0,False,Very High
141264,Female,50,Other Hispanic,Some college/AA degree,2.47,16459.015513,18791.273868,176.0,1.0,False,High
141267,Female,55,Non-Hispanic Black,High school/GED,1.26,21659.06525,32134.321982,185.0,2.0,False,Mid
141269,Male,48,Non-Hispanic Asian,College graduate or above,4.0,12853.808774,13268.043638,175.0,1.0,False,High
141270,Female,67,Non-Hispanic White,College graduate or above,5.0,13752.016782,14605.172713,175.0,1.0,False,Very High
141271,Female,75,Non-Hispanic White,Some college/AA degree,5.0,40902.227006,51660.250977,173.0,2.0,False,Very High
141273,Female,47,Non-Hispanic White,College graduate or above,2.86,28103.11872,46699.147286,174.0,2.0,False,High
141274,Female,28,Other/Multi-Racial,College graduate or above,4.04,37099.853344,42852.621974,177.0,2.0,False,High
141275,Female,61,Non-Hispanic Black,College graduate or above,3.6,15568.118559,14296.992202,183.0,2.0,False,High
141276,Male,31,Non-Hispanic White,College graduate or above,5.0,22910.895305,32205.571254,173.0,2.0,False,Very High
141277,Female,65,Other Hispanic,<9th grade,1.85,15065.256952,14701.94815,183.0,2.0,False,Mid
141282,Male,58,Non-Hispanic White,College graduate or above,4.46,15320.256938,16436.299184,180.0,1.0,False,High
141283,Female,61,Non-Hispanic White,Some college/AA degree,5.0,17221.322905,18912.665655,179.0,1.0,False,Very High
141285,Female,38,Non-Hispanic White,College graduate or above,5.0,26801.867364,31568.27502,184.0,1.0,False,Very High
141287,Male,71,Non-Hispanic Asian,9-11th grade,2.18,19563.685193,25954.878785,175.0,2.0,False,High
141289,Male,80,Non-Hispanic White,College graduate or above,1.91,18446.206745,26653.457464,178.0,1.0,False,Mid
141290,Male,62,Non-Hispanic White,Some college/AA degree,5.0,17626.92965,20019.739525,173.0,1.0,False,Very High
141291,Male,64,Non-Hispanic Black,9-11th grade,0.69,7361.519867,9332.051749,179.0,2.0,False,Low
141293,Male,23,Non-Hispanic White,High school/GED,4.67,32672.606916,50195.511736,174.0,2.0,False,High
141294,Female,68,Non-Hispanic Black,College graduate or above,4.1,9100.274698,9277.713597,183.0,2.0,False,High
141295,Female,61,Non-Hispanic White,Some college/AA degree,1.03,17245.689985,18191.050925,181.0,1.0,False,Mid
141296,Female,50,Non-Hispanic White,College graduate or above,5.0,16381.861806,18846.743673,174.0,2.0,False,Very High
141297,Male,33,Non-Hispanic White,Some college/AA degree,5.0,41647.211093,49163.8258,178.0,1.0,False,Very High
141298,Male,49,Non-Hispanic Black,Some college/AA degree,1.31,17721.303392,25016.305572,184.0,2.0,False,Mid
141300,Female,31,Non-Hispanic White,College graduate or above,5.0,28896.780174,37222.519061,174.0,2.0,False,Very High
141301,Female,70,Other Hispanic,Some college/AA degree,2.13,32740.927061,43182.448675,180.0,2.0,False,High
141302,Female,77,Non-Hispanic White,College graduate or above,2.86,18315.954674,19162.175729,181.0,1.0,False,High
141303,Male,62,Non-Hispanic White,Some college/AA degree,2.92,17023.217651,19220.460345,180.0,1.0,False,High
141305,Male,71,Non-Hispanic White,College graduate or above,5.0,15473.558352,17240.685671,179.0,1.0,False,Very High
141306,Male,45,Non-Hispanic Black,9-11th grade,0.11,19214.35957,24972.903838,187.0,2.0,False,Low
141307,Female,66,Non-Hispanic White,College graduate or above,3.22,16471.589789,17264.603767,179.0,1.0,False,High
141309,Male,55,Non-Hispanic White,Some college/AA degree,5.0,124405.251044,170875.799883,184.0,1.0,False,Very High
141311,Female,74,Non-Hispanic White,High school/GED,2.18,34931.541863,44358.459663,186.0,2.0,False,High
141312,Female,63,Non-Hispanic White,College graduate or above,1.94,10176.538528,11752.300147,173.0,1.0,False,Mid
141315,Female,47,Non-Hispanic White,Some college/AA degree,1.52,28826.797438,34727.938929,174.0,1.0,False,Mid
141317,Female,61,Non-Hispanic White,<9th grade,1.2349999999999999,12701.303491,13893.35509,177.0,1.0,False,Mid
141318,Male,30,Non-Hispanic White,High school/GED,1.03,66877.337251,81716.917154,180.0,1.0,False,Mid
141319,Female,24,Mexican American,High school/GED,2.85,62398.047034,91603.001829,175.0,1.0,False,High
141323,Male,71,Non-Hispanic White,College graduate or above,4.42,24854.149863,26283.575771,184.0,1.0,False,High
141324,Female,26,Non-Hispanic White,Some college/AA degree,3.69,43606.169833,55316.307291,187.0,2.0,False,High
141325,Female,30,Non-Hispanic Black,Some college/AA degree,1.14,31731.471381,72924.37647,181.0,2.0,False,Mid
141328,Female,61,Other Hispanic,College graduate or above,5.0,16821.24934,19757.453076,173.0,2.0,False,Very High
141329,Male,32,Non-Hispanic White,College graduate or above,5.0,100236.829505,127908.381191,182.0,2.0,False,Very High
141330,Male,61,Non-Hispanic White,College graduate or above,3.47,21408.59034,24173.075262,177.0,2.0,False,High
141334,Male,79,Non-Hispanic White,College graduate or above,5.0,16342.603692,18208.978625,174.0,2.0,False,Very High
141335,Female,71,Non-Hispanic White,College graduate or above,5.0,16609.69787,19620.718085,174.0,2.0,False,Very High
141337,Female,32,Non-Hispanic White,9-11th grade,0.52,25135.072123,32870.730721,180.0,1.0,False,Low
141345,Female,31,Non-Hispanic Black,9-11th grade,0.94,32540.936803,40847.023499,176.0,1.0,False,Low
141347,Female,39,Other Hispanic,<9th grade,1.02,17212.955341,25283.216704,176.0,1.0,False,Mid
141348,Female,69,Non-Hispanic White,College graduate or above,1.47,26402.803057,24834.329161,181.0,1.0,False,Mid
141349,Male,74,Non-Hispanic White,Some college/AA degree,2.03,41181.006836,51686.817616,184.0,1.0,False,High
141353,Female,56,Mexican American,High school/GED,2.13,25410.823196,56485.402023,181.0,1.0,False,High
141354,Female,69,Non-Hispanic White,High school/GED,1.61,28934.063566,39375.945946,187.0,1.0,False,Mid
141357,Male,71,Other/Multi-Racial,Some college/AA degree,1.93,13247.893732,20411.759587,179.0,2.0,False,Mid
141358,Female,67,Non-Hispanic White,Some college/AA degree,2.92,19229.509402,22111.482501,173.0,1.0,False,High
141362,Male,42,Non-Hispanic White,Some college/AA degree,2.03,13686.818923,22104.415626,179.0,1.0,False,High
141365,Female,72,Non-Hispanic White,College graduate or above,5.0,13386.15193,14945.570216,180.0,1.0,False,Very High
141366,Male,53,Non-Hispanic Asian,College graduate or above,5.0,28743.970185,30738.196709,174.0,2.0,False,Very High
141368,Male,48,Non-Hispanic Black,Some college/AA degree,1.85,26345.208209,34261.963813,174.0,2.0,False,Mid
141370,Female,75,Non-Hispanic White,High school/GED,0.99,27070.841335,42321.591704,173.0,2.0,False,Low
141372,Male,68,Non-Hispanic White,Some college/AA degree,2.4,14834.006675,17084.756748,175.0,1.0,False,High
141374,Female,30,Non-Hispanic Black,High school/GED,0.58,14026.109509,18237.369109,184.0,2.0,False,Low
141375,Female,49,Other/Multi-Racial,College graduate or above,0.51,25347.023495,35237.58312,173.0,2.0,False,Low
141377,Male,74,Non-Hispanic White,College graduate or above,5.0,26429.637074,32767.938752,182.0,2.0,False,Very High
141378,Male,35,Other Hispanic,High school/GED,2.7,35315.639794,70579.3526,183.0,2.0,False,High
141379,Male,34,Mexican American,Some college/AA degree,1.85,28265.594494,38017.019124,177.0,1.0,False,Mid
141381,Male,50,Non-Hispanic Black,Some college/AA degree,2.74,50462.811093,73942.511762,184.0,1.0,False,High
141383,Male,20,Non-Hispanic White,High school/GED,1.94,75760.070089,87689.48789,187.0,1.0,False,Mid
141385,Female,23,Other Hispanic,Some college/AA degree,2.13,79004.605404,91062.169819,182.0,2.0,False,High
141386,Female,60,Non-Hispanic White,Some college/AA degree,4.1,31868.272487,31148.891529,180.0,2.0,False,High
141387,Female,40,Non-Hispanic White,Some college/AA degree,2.92,15154.160747,18424.358312,184.0,2.0,False,High
141389,Male,66,Non-Hispanic Black,<9th grade,2.31,9496.747266,10081.187504,177.0,1.0,False,High
141392,Female,80,Non-Hispanic White,Some college/AA degree,2.92,16028.460967,21539.694479,185.0,2.0,False,High
141393,Female,62,Non-Hispanic White,College graduate or above,5.0,30357.537908,30854.639212,177.0,2.0,False,Very High
141395,Male,59,Non-Hispanic White,Some college/AA degree,3.43,25999.742119,37310.688013,178.0,2.0,False,High
141396,Female,40,Non-Hispanic Asian,College graduate or above,5.0,32307.352446,44604.617892,174.0,2.0,False,Very High
141398,Male,67,Non-Hispanic Asian,College graduate or above,1.05,22918.507937,28898.646478,175.0,2.0,False,Mid
141399,Female,72,Non-Hispanic White,College graduate or above,4.19,16971.428494,20505.540194,185.0,2.0,False,High
141401,Female,58,Non-Hispanic White,College graduate or above,5.0,24065.18817,32485.005667,185.0,1.0,False,Very High
141403,Male,55,Other/Multi-Racial,High school/GED,0.69,15660.27367,19998.215647,184.0,1.0,False,Low
141405,Female,70,Non-Hispanic White,Some college/AA degree,1.71,19937.779494,27653.229838,184.0,1.0,False,Mid
141407,Female,64,Non-Hispanic White,College graduate or above,5.0,26858.943841,29626.379594,173.0,2.0,False,Very High
141408,Female,42,Non-Hispanic White,College graduate or above,5.0,22823.753981,28023.622975,182.0,2.0,False,Very High
141412,Male,63,Mexican American,Some college/AA degree,2.41,31603.89841,29587.055658,182.0,1.0,False,High
141413,Female,22,Other Hispanic,Some college/AA degree,1.14,39396.910805,48510.128156,187.0,1.0,False,Mid
141415,Male,68,Non-Hispanic White,Some college/AA degree,5.0,12509.414671,13617.296476,180.0,1.0,False,Very High
141417,Female,56,Non-Hispanic White,College graduate or above,4.42,9898.679717,11942.511763,174.0,1.0,False,High
141418,Male,32,Non-Hispanic Black,High school/GED,1.97,66547.053476,66369.036339,181.0,1.0,False,Mid
141420,Male,61,Non-Hispanic White,College graduate or above,5.0,23989.52275,22179.378693,180.0,1.0,False,Very High
141424,Male,71,Non-Hispanic White,9-11th grade,0.73,27217.26417,32910.725384,186.0,2.0,False,Low
141425,Female,31,Non-Hispanic Black,9-11th grade,0.05,12567.056117,15693.021711,183.0,2.0,False,Low
141426,Female,34,Non-Hispanic Asian,High school/GED,1.67,26065.352194,36374.7395,173.0,2.0,False,Mid
141428,Male,32,Other Hispanic,Some college/AA degree,2.94,30517.552922,39415.17858,182.0,2.0,False,High
141431,Male,65,Non-Hispanic White,College graduate or above,5.0,14351.207463,19239.893968,184.0,2.0,False,Very High
141435,Male,35,Other Hispanic,High school/GED,1.44,14162.18882,21992.399759,176.0,1.0,False,Mid
141439,Female,57,Non-Hispanic White,High school/GED,5.0,53609.434072,54567.120368,182.0,2.0,False,Very High
141441,Female,56,Non-Hispanic White,High school/GED,3.11,104960.670454,136583.877352,186.0,1.0,False,High
141442,Male,29,Non-Hispanic Asian,Some college/AA degree,2.5,64454.267216,74914.833708,175.0,1.0,False,High
141444,Female,29,Non-Hispanic White,College graduate or above,2.35,15731.982438,17500.90913,181.0,1.0,False,High
141445,Female,49,Non-Hispanic Asian,High school/GED,2.46,35777.270229,48269.14895,187.0,2.0,False,High
141446,Female,52,Non-Hispanic White,Some college/AA degree,5.0,42806.698102,60274.229063,175.0,1.0,False,Very High
141447,Male,21,Non-Hispanic Black,High school/GED,2.18,30457.112065,41394.539045,183.0,1.0,False,High
141448,Female,80,Non-Hispanic White,High school/GED,3.33,35853.898266,63195.596513,174.0,1.0,False,High
141450,Male,74,Non-Hispanic White,College graduate or above,5.0,31371.913866,33176.193099,184.0,1.0,False,Very High
141453,Female,35,Other Hispanic,College graduate or above,5.0,17993.592279,19064.88574,176.0,2.0,False,Very High
141454,Male,25,Other Hispanic,High school/GED,3.42,96596.085696,157910.979342,173.0,2.0,False,High
141459,Female,79,Non-Hispanic White,Some college/AA degree,5.0,25748.168813,35324.534538,184.0,1.0,False,Very High
141462,Female,38,Non-Hispanic White,<9th grade,5.0,43530.538875,74503.713458,173.0,2.0,False,Very High
141464,Male,43,Other Hispanic,<9th grade,1.02,110539.800254,153242.961494,186.0,1.0,False,Mid
141465,Female,75,Non-Hispanic White,College graduate or above,2.73,7483.337585,8353.672867,173.0,1.0,False,High
141467,Female,59,Non-Hispanic White,Some college/AA degree,2.92,28842.40929,36278.48214,180.0,2.0,False,High
141468,Male,61,Non-Hispanic White,High school/GED,5.0,16361.855619,30230.309263,177.0,1.0,False,Very High
141469,Male,64,Non-Hispanic White,College graduate or above,5.0,7870.632195,8880.028525,173.0,1.0,False,Very High
141470,Male,72,Non-Hispanic White,College graduate or above,3.77,12230.670646,14147.825173,178.0,2.0,False,High
141476,Female,35,Other/Multi-Racial,Some college/AA degree,0.9,28302.280382,29507.654874,182.0,2.0,False,Low
141477,Female,77,Non-Hispanic White,Some college/AA degree,4.37,15583.403075,18415.554569,179.0,2.0,False,High
141478,Female,40,Mexican American,Some college/AA degree,2.17,25749.647515,33219.07146,179.0,1.0,False,High
141479,Female,62,Non-Hispanic White,9-11th grade,2.35,11971.257482,17036.648078,184.0,2.0,False,High
141482,Male,20,Mexican American,High school/GED,1.05,63138.366705,121010.799807,184.0,2.0,False,Mid
141483,Female,71,Non-Hispanic White,College graduate or above,5.0,16785.234812,17509.529651,180.0,1.0,False,Very High
141484,Male,36,Non-Hispanic Asian,College graduate or above,5.0,21478.488208,24322.903227,175.0,1.0,False,Very High
141485,Female,65,Non-Hispanic White,Some college/AA degree,3.28,37382.528112,42481.950949,180.0,2.0,False,High
141487,Female,74,Other Hispanic,High school/GED,1.08,35430.901483,46603.526221,183.0,2.0,False,Mid
141488,Male,80,Non-Hispanic White,Some college/AA degree,2.92,18643.912543,23062.082928,181.0,1.0,False,High
141489,Male,59,Non-Hispanic White,Some college/AA degree,4.13,49441.219597,82722.23635,177.0,2.0,False,High
141490,Male,71,Non-Hispanic Asian,9-11th grade,0.84,8982.686591,11879.742886,175.0,2.0,False,Low
141495,Female,74,Non-Hispanic White,College graduate or above,2.79,17527.194824,20207.547238,178.0,2.0,False,High
141496,Female,41,Non-Hispanic Black,Some college/AA degree,0.7,21277.658298,28421.441845,179.0,2.0,False,Low
141497,Female,46,Mexican American,9-11th grade,1.4,52142.062808,87279.958029,180.0,2.0,False,Mid
141499,Male,64,Mexican American,<9th grade,0.66,26153.577109,52800.997678,183.0,1.0,False,Low
141500,Female,38,Non-Hispanic White,Some college/AA degree,2.54,45202.063749,57339.645469,184.0,1.0,False,High
141501,Female,32,Non-Hispanic Black,Some college/AA degree,0.94,15245.409533,20665.126107,187.0,1.0,False,Low
141502,Male,80,Other Hispanic,College graduate or above,5.0,14585.934318,17963.558427,183.0,2.0,False,Very High
141503,Female,62,Non-Hispanic White,College graduate or above,5.0,18174.684924,16311.631059,179.0,1.0,False,Very High
141505,Female,24,Non-Hispanic Asian,College graduate or above,5.0,28144.371681,36117.01557,174.0,2.0,False,Very High
141507,Female,41,Non-Hispanic White,Some college/AA degree,0.74,22161.432134,29265.963563,186.0,1.0,False,Low
141508,Male,68,Non-Hispanic White,Some college/AA degree,2.58,37909.985847,56434.0285,180.0,2.0,False,High
141510,Male,35,Other Hispanic,High school/GED,0.01,33795.914616,40594.875041,180.0,1.0,False,Low
141511,Female,73,Non-Hispanic White,High school/GED,1.81,27251.222863,41061.186683,181.0,2.0,False,Mid
141514,Female,73,Non-Hispanic White,College graduate or above,2.15,19069.784995,25243.509547,184.0,1.0,False,High
141515,Male,53,Other/Multi-Racial,High school/GED,1.67,21016.85122,41682.453508,179.0,2.0,False,Mid
141520,Female,68,Non-Hispanic White,Some college/AA degree,3.72,10483.161958,11665.349,174.0,2.0,False,High
141521,Female,26,Non-Hispanic Black,Some college/AA degree,1.97,71519.211795,97680.820739,181.0,2.0,False,Mid
141525,Female,31,Non-Hispanic White,College graduate or above,4.37,31949.957374,43404.687162,186.0,2.0,False,High
141526,Male,39,Non-Hispanic White,High school/GED,1.99,22793.36126,23300.412659,180.0,1.0,False,Mid
141528,Male,26,Non-Hispanic Asian,College graduate or above,4.34,33567.38214,42668.239407,176.0,2.0,False,High
141529,Female,48,Mexican American,<9th grade,1.19,50465.435064,56255.101094,175.0,1.0,False,Mid
141537,Female,42,Non-Hispanic White,Some college/AA degree,2.94,28515.372511,38398.58037,180.0,2.0,False,High
141538,Female,70,Other Hispanic,College graduate or above,3.24,27110.531733,30237.884027,182.0,1.0,False,High
141540,Female,74,Non-Hispanic White,College graduate or above,5.0,21522.188086,20833.518008,180.0,1.0,False,Very High
141547,Female,53,Non-Hispanic White,9-11th grade,1.03,18659.072606,43815.631418,180.0,1.0,False,Mid
141548,Female,60,Non-Hispanic Asian,Some college/AA degree,1.01,9959.498754,11082.632253,174.0,2.0,False,Mid
141549,Female,48,Non-Hispanic White,High school/GED,2.73,37704.855084,80078.139838,173.0,1.0,False,High
141550,Male,34,Mexican American,College graduate or above,4.17,37438.284837,35799.37965,175.0,1.0,False,High
141553,Female,24,Non-Hispanic Asian,College graduate or above,5.0,62218.285465,82791.899906,180.0,2.0,False,Very High
141555,Male,60,Other/Multi-Racial,9-11th grade,0.85,6390.176341,7905.380047,184.0,2.0,False,Low
141557,Female,59,Non-Hispanic White,High school/GED,2.79,14956.584817,17136.796401,177.0,1.0,False,High
141558,Female,39,Non-Hispanic Black,College graduate or above,4.1,40062.804939,52959.968523,187.0,1.0,False,High
141561,Female,66,Non-Hispanic White,College graduate or above,1.13,12295.605308,13058.407503,175.0,1.0,False,Mid
141564,Female,72,Non-Hispanic White,Some college/AA degree,2.87,31655.385841,38015.201515,178.0,2.0,False,High
141567,Male,59,Non-Hispanic White,Some college/AA degree,2.92,13707.692534,15013.484315,184.0,2.0,False,High
141568,Female,72,Non-Hispanic White,Some college/AA degree,2.92,13435.499083,15384.027274,177.0,1.0,False,High
141570,Female,80,Non-Hispanic White,College graduate or above,3.8,15061.769758,27713.102461,179.0,1.0,False,High
141573,Female,37,Non-Hispanic Black,9-11th grade,1.13,10914.909891,16961.245869,177.0,2.0,False,Mid
141574,Female,23,Non-Hispanic White,College graduate or above,2.54,26721.635342,29220.24062,178.0,2.0,False,High
141575,Male,26,Other Hispanic,<9th grade,2.73,41829.240827,62627.040424,179.0,2.0,False,High
141576,Female,73,Other/Multi-Racial,College graduate or above,2.21,23481.785544,27134.494171,180.0,2.0,False,High
141577,Male,64,Non-Hispanic White,College graduate or above,5.0,37868.392219,47754.476073,176.0,2.0,False,Very High
141578,Male,60,Non-Hispanic Black,Some college/AA degree,0.74,6848.777702,7975.370961,187.0,2.0,False,Low
141579,Female,68,Non-Hispanic White,Some college/AA degree,3.03,54041.903022,77727.227346,186.0,1.0,False,High
141580,Female,68,Non-Hispanic White,Some college/AA degree,3.06,27389.170091,32916.306202,186.0,1.0,False,High
141581,Female,62,Other/Multi-Racial,9-11th grade,0.88,9896.386134,13272.150612,185.0,2.0,False,Low
141585,Female,54,Non-Hispanic White,College graduate or above,5.0,68786.279018,86548.379787,178.0,2.0,False,Very High
141588,Female,65,Non-Hispanic White,High school/GED,4.02,16630.388349,28449.997205,179.0,2.0,False,High
141589,Male,32,Non-Hispanic White,High school/GED,1.76,47440.646661,60802.084012,186.0,2.0,False,Mid
141591,Male,57,Non-Hispanic White,High school/GED,2.28,32063.061247,44360.861605,181.0,2.0,False,High
141592,Female,33,Non-Hispanic White,College graduate or above,3.89,87134.689784,126480.396769,186.0,1.0,False,High
141593,Male,61,Non-Hispanic White,College graduate or above,0.1,18513.857575,20888.230997,174.0,2.0,False,Low
141594,Male,48,Non-Hispanic White,College graduate or above,5.0,38934.451342,39941.424602,177.0,1.0,False,Very High
141595,Female,43,Non-Hispanic White,College graduate or above,5.0,20375.91881,27759.081565,183.0,1.0,False,Very High
141596,Male,71,Non-Hispanic White,College graduate or above,2.18,30541.913734,41165.404764,178.0,1.0,False,High
141597,Male,74,Non-Hispanic White,College graduate or above,5.0,17705.33814,22339.537985,184.0,2.0,False,Very High
141600,Female,26,Non-Hispanic Black,High school/GED,0.18,30441.497571,52551.260637,182.0,1.0,False,Low
141602,Female,32,Non-Hispanic Asian,College graduate or above,5.0,54424.985151,67889.629946,174.0,2.0,False,Very High
141608,Male,62,Non-Hispanic White,Some college/AA degree,2.92,47556.699354,49440.14697,186.0,1.0,False,High
141612,Female,32,Mexican American,College graduate or above,3.91,47987.669233,50775.036756,178.0,1.0,False,High
141614,Female,52,Non-Hispanic White,Some college/AA degree,2.46,19749.635865,25733.512704,187.0,2.0,False,High
141615,Male,58,Non-Hispanic White,High school/GED,0.31,36700.894646,41136.383892,177.0,2.0,False,Low
141617,Male,27,Non-Hispanic White,College graduate or above,3.57,30191.662956,49477.549048,179.0,1.0,False,High
141621,Male,58,Non-Hispanic Black,Some college/AA degree,2.56,40919.060057,39159.257955,177.0,2.0,False,High
141625,Female,74,Non-Hispanic White,College graduate or above,3.82,29759.174538,36454.526064,181.0,2.0,False,High
141626,Male,38,Other/Multi-Racial,College graduate or above,4.83,27543.94172,28941.234839,174.0,2.0,False,High
141627,Male,72,Non-Hispanic Black,Some college/AA degree,2.35,5726.898559,7420.179084,183.0,2.0,False,High
141628,Female,58,Non-Hispanic White,College graduate or above,5.0,10869.307542,18048.922835,175.0,1.0,False,Very High
141629,Male,41,Non-Hispanic Black,Some college/AA degree,0.17,17578.669181,27685.623945,185.0,1.0,False,Low
141631,Female,77,Non-Hispanic White,Some college/AA degree,2.79,13995.445965,16372.259471,180.0,1.0,False,High
141634,Female,59,Non-Hispanic White,College graduate or above,5.0,35757.91709,45542.565935,178.0,1.0,False,Very High
141635,Female,53,Other Hispanic,College graduate or above,1.47,9329.508942,10311.902819,175.0,2.0,False,Mid
141636,Male,75,Non-Hispanic White,College graduate or above,4.56,12799.485926,15008.089761,173.0,2.0,False,High
141640,Male,27,Non-Hispanic White,Some college/AA degree,2.19,14252.535085,17757.581067,177.0,1.0,False,High
141641,Male,36,Non-Hispanic White,College graduate or above,5.0,34121.596221,35383.525302,174.0,2.0,False,Very High
141642,Female,67,Non-Hispanic White,High school/GED,2.28,14986.080445,20023.635874,185.0,2.0,False,High
141644,Female,57,Non-Hispanic White,Some college/AA degree,2.92,34693.18323,39894.267729,186.0,1.0,False,High
141645,Female,69,Non-Hispanic White,High school/GED,5.0,35361.877687,52961.769459,176.0,2.0,False,Very High
141648,Female,33,Other Hispanic,Some college/AA degree,0.83,9703.066443,11456.105127,176.0,1.0,False,Low
141654,Male,62,Non-Hispanic White,College graduate or above,5.0,44784.43072,58649.93949,186.0,1.0,False,Very High
141655,Female,20,Other Hispanic,High school/GED,1.44,101219.62419,146343.694236,173.0,2.0,False,Mid
141660,Female,67,Non-Hispanic White,College graduate or above,5.0,10416.060341,11062.258189,179.0,1.0,False,Very High
141661,Female,31,Other Hispanic,9-11th grade,2.69,48101.993702,82958.726083,182.0,1.0,False,High
141663,Female,80,Non-Hispanic White,College graduate or above,4.06,13239.374301,20777.892132,179.0,1.0,False,High
141664,Male,59,Non-Hispanic White,Some college/AA degree,3.58,39536.484829,42717.462268,183.0,2.0,False,High
141665,Female,66,Non-Hispanic White,College graduate or above,5.0,21902.017191,28947.573923,177.0,2.0,False,Very High
141669,Female,30,Non-Hispanic White,College graduate or above,5.0,31976.046025,45282.119633,175.0,2.0,False,Very High
141672,Male,46,Non-Hispanic White,High school/GED,2.18,28998.147741,31602.83563,180.0,1.0,False,High
141673,Female,54,Non-Hispanic White,Some college/AA degree,2.92,90333.249037,107684.496426,178.0,1.0,False,High
141675,Female,68,Non-Hispanic Black,High school/GED,1.17,27445.711316,35072.319079,182.0,1.0,False,Mid
141676,Male,58,Non-Hispanic White,College graduate or above,3.55,34921.655616,41035.967488,184.0,1.0,False,High
141677,Male,61,Other Hispanic,9-11th grade,3.0,16045.766419,32823.939484,183.0,1.0,False,High
141678,Male,55,Non-Hispanic White,High school/GED,0.96,16924.950958,20185.070138,185.0,2.0,False,Low
141680,Male,71,Non-Hispanic Black,9-11th grade,1.18,16009.477693,29893.594458,186.0,2.0,False,Mid
141681,Female,39,Other Hispanic,<9th grade,0.01,45480.733085,52255.086127,182.0,2.0,False,Low
141684,Female,54,Non-Hispanic White,Some college/AA degree,3.02,32671.579091,36748.366266,180.0,1.0,False,High
141687,Male,80,Non-Hispanic White,High school/GED,3.04,14589.15594,21786.935406,177.0,1.0,False,High
141689,Female,49,Non-Hispanic White,College graduate or above,5.0,27298.592489,36711.3262,174.0,2.0,False,Very High
141691,Female,55,Other Hispanic,College graduate or above,5.0,22251.122174,25471.835394,175.0,1.0,False,Very High
141694,Male,74,Non-Hispanic White,College graduate or above,3.55,11184.700402,12462.027128,174.0,2.0,False,High
141696,Male,58,Non-Hispanic White,Some college/AA degree,3.0,37169.907398,44586.862975,178.0,1.0,False,High
141701,Female,63,Non-Hispanic White,Some college/AA degree,5.0,26411.720681,29894.785501,177.0,2.0,False,Very High
141703,Male,27,Non-Hispanic White,College graduate or above,4.6,33636.757173,48370.087792,179.0,1.0,False,High
141706,Male,68,Non-Hispanic White,Some college/AA degree,5.0,18935.956721,21809.09187,175.0,1.0,False,Very High
141709,Female,63,Non-Hispanic White,College graduate or above,5.0,12458.850105,16790.513352,173.0,1.0,False,Very High
141710,Female,72,Other/Multi-Racial,High school/GED,1.4,11523.772707,17990.60386,184.0,2.0,False,Mid
